name_source	name	source	type	name1	name2	descr1	descr2	descr3	description
Μακαρία	Macaria	Greek	Chthonic deities			Macaria	Μακαρία	, daughter of Hades and goddess of blessed death (not to be confused with the daughter of Heracles)	Macaria (Μακαρία), daughter of Hades and goddess of blessed death (not to be confused with the daughter of Heracles)
Τέννης	Tenes	Greek	Deified mortals			Tenes	Τέννης	, was a hero of the island of Tenedos	Tenes (Τέννης), was a hero of the island of Tenedos
	Parthenopeus	Greek	mythological figures			Parthenopeus			Parthenopeus — one of the Seven Against Thebes.
Αμαδρυάδες	Hamadryades	Greek	Rustic deities			Hamadryades	Αμαδρυάδες	, oak tree dryades	Hamadryades (Αμαδρυάδες), oak tree dryades
Αἴγλη	Aegle	Greek	Agricultural deities			Aegle	Αἴγλη	, goddess of radiant good health	Aegle (Αἴγλη), goddess of radiant good health
Ἄλμος	Almus	Greek	mythological figures			Almus	Ἄλμος	 — one of the sons of Sisyphus.	Almus (Ἄλμος) — one of the sons of Sisyphus.
		Greek	Heroes						Iolaus, nephew of Heracles who aided his uncle in one of his Labors
Ωκεανίδες	Oceanides	Greek	Sea deities			Oceanides	Ωκεανίδες	, sea nymphs, and patronesses of bodies of fresh water	Oceanides (Ωκεανίδες), sea nymphs, and patronesses of bodies of fresh water
Ἀδικία	Adikia	Greek	Spirits			Adikia	Ἀδικία	, spirit of injustice and wrongdoing	Adikia (Ἀδικία), spirit of injustice and wrongdoing
Νύξ	Nyx	Greek	Chthonic deities			Nyx	Νύξ	, the primeval goddess of night	Nyx (Νύξ), the primeval goddess of night
Ἄττις	Attis	Greek	Deified mortals			Attis	Ἄττις	, a consort of Cybele, granted immortality as one of her attendants	Attis (Ἄττις), a consort of Cybele, granted immortality as one of her attendants
Αμφιτρύων	Amphitryon	Greek	Heroes			Amphitryon	Αμφιτρύων	, Theban general who rescued Thebes from the Teumessian fox; his wife was Alcmene, mother of Heracles	Amphitryon (Αμφιτρύων), Theban general who rescued Thebes from the Teumessian fox; his wife was Alcmene, mother of Heracles
	Gorge	Greek	mythological figures			Gorge			Gorge — The name of several mythological figures.
Τέχνη	Techne	Greek	Spirits			Techne	Τέχνη	, personification of art and skill	Techne (Τέχνη), personification of art and skill
		Greek	mythological figures						
	Eulimene	Greek	mythological figures			Eulimene			Eulimene — A Cretan girl who was put to death after having an affair with a man other than her betrothed.
Μαρπεσία	Marpesia	Greek	Amazons			Marpesia	Μαρπεσία	, an Amazon queen who ruled with her sister Lampedo	Marpesia (Μαρπεσία), an Amazon queen who ruled with her sister Lampedo
Θόοσα	Thoosa	Greek	Sea deities			Thoosa	Θόοσα	, goddess of swift currents	Thoosa (Θόοσα), goddess of swift currents
Ἀνθεύς	Antheus	Greek	mythological figures			Antheus	Ἀνθεύς	 — the name of several mythological figures.	Antheus (Ἀνθεύς) — the name of several mythological figures.
Ἀκρατοπότης	Acratopotes	Greek	Other deities			Acratopotes	Ἀκρατοπότης	, god of unmixed wine	Acratopotes (Ἀκρατοπότης), god of unmixed wine
Ὑμέναιος	Hymenaios	Greek	Other deities			Hymenaios	Ὑμέναιος	, god of marriage and marriage feasts	Hymenaios (Ὑμέναιος), god of marriage and marriage feasts
	Leitus	Greek	mythological figures			Leitus			Leitus — A leader of the Achaean forces during the Trojan War.
	Baucis	Greek	mythological figures			Baucis			Baucis — A virtuous old woman whose hospitality the gods rewarded.
Κύρβας	Kyrbas	Greek	Rustic deities			Kyrbas	Κύρβας	, whose name is probably a variant of Korybas, singular for "Korybantes"	Kyrbas (Κύρβας), whose name is probably a variant of Korybas, singular for "Korybantes"
		Greek	Kings						Epopeus, a king of Sicyon
	Laothoe	Greek	mythological figures			Laothoe			Laothoe — The name of several mythological figures.
		Greek	mythological figures						
	Hyrnetho	Greek	mythological figures			Hyrnetho			Hyrnetho — The wife of Deiphontes.
	Eurytus	Greek	mythological figures			Eurytus			Eurytus — The name of several mythological figures.
Αυτομέδων	Automedon	Greek	mythological figures			Automedon	Αυτομέδων	 — Achilles' charioteer.	Automedon (Αυτομέδων) — Achilles' charioteer.
	Baubo	Greek	mythological figures			Baubo			Baubo — An old woman who jested with Demeter while the goddess was mourning the loss of Persephone.
	Thymoetes	Greek	mythological figures			Thymoetes			Thymoetes — The name of several mythological figures.
		Greek	Kings						Telamon, a king of Salamis and father of Ajax; he sailed with the Argonauts and participated in the Calydonian Boar hunt
Τάλως	Talos	Greek	Gigantes			Talos	Τάλως	, a giant forged from bronze by Hephaestus, and given by Zeus to his lover Europa as her personal protector	Talos (Τάλως), a giant forged from bronze by Hephaestus, and given by Zeus to his lover Europa as her personal protector
Ἀλκαίος	Alcaeus	Greek	mythological figures			Alcaeus	Ἀλκαίος	 — the name of several mythological figures.	Alcaeus (Ἀλκαίος) — the name of several mythological figures.
Παλίωξις	Palioxis	Greek	Spirits			Palioxis	Παλίωξις	, spirit of backrush, flight and retreat from battle	Palioxis (Παλίωξις), spirit of backrush, flight and retreat from battle
	Nausithous	Greek	mythological figures			Nausithous			Nausithous — The name of several mythological figures.
		Greek	Rustic deities						companions of Cybele
Αχέρων	Acheron	Greek	Rustic deities			Acheron	Αχέρων		Acheron (Αχέρων)
Πορφυρίων	Porphyrion	Greek	Gigantes			Porphyrion	Πορφυρίων	, one of the leaders of the Gigantes, typically slain by Zeus.	Porphyrion (Πορφυρίων), one of the leaders of the Gigantes, typically slain by Zeus.
	Dirce	Greek	mythological figures			Dirce			Dirce — wife of Lycus.
Κουρέτες	The Curetes	Greek	Rustic deities			The Curetes	Κουρέτες	, guardians of infant Zeus on Mount Ida, barely distinguished from the Dactyls and the Corybantes	The Curetes (Κουρέτες), guardians of infant Zeus on Mount Ida, barely distinguished from the Dactyls and the Corybantes
Αφηλιώτης	Apheliotes	Greek	Sky deities			Apheliotes	Αφηλιώτης	, god of the east wind (when Eurus is considered southeast)	Apheliotes (Αφηλιώτης), god of the east wind (when Eurus is considered southeast)
	Menippe	Greek	mythological figures			Menippe			Menippe — A daughter of Orion who was transformed into a comet.
		Greek	Kings						Laërtes, father of Odysseus and king of the Cephallenians; he sailed with the Argonauts and participated in the Calydonian Boar hunt
		Greek	Notable women						Caeneus, formerly Caenis, a woman who was transformed into a man and became a mighty warrior
	Myrto	Greek	mythological figures			Myrto			Myrto — The name of several mythological figures.
	Chromia	Greek	mythological figures			Chromia			Chromia — Daughter of Itonus.
Ἔλεος	Eleos	Greek	Spirits			Eleos	Ἔλεος	, spirit of mercy, pity, and compassion	Eleos (Ἔλεος), spirit of mercy, pity, and compassion
	Erymanthus	Greek	mythological figures			Erymanthus			Erymanthus — The name of several mythological figures.
´Αρτεμις	Artemis,	Greek	Sky deities			Artemis,	´Αρτεμις	, Olympian Goddess of virgins and young women, of the moon, nature, hunt and the wild animals	Artemis, (´Αρτεμις), Olympian Goddess of virgins and young women, of the moon, nature, hunt and the wild animals
Ἀστερία (Astería)	Asteria	Greek	The Twelve Titans						Titaness of nocturnal oracles and falling stars.
		Greek	Notable women						Thrace, the daughter of Oceanus and Parthenope, and sister of Europa
		Animals							Dobsonfly
	Mecisteus	Greek	mythological figures			Mecisteus			Mecisteus — Son of Talaus who participated in the war of the Seven Against Thebes.
Αιτναιος	Aitnaios	Greek	Rustic deities			Aitnaios	Αιτναιος		Aitnaios (Αιτναιος)
Θάνατος (Thánatos)	Thanatos	Greek	Ancient Greek name			God of Death. Brother to Hypnos	Sleep	 and in some cases Moros (Doom)	God of Death. Brother to Hypnos (Sleep) and in some cases Moros (Doom)
		Greek	mythological figures						Amymone, the one daughter of Danaus who refused to murder her husband, thus escaping her sisters' punishment
		Greek	Kings						Menelaus, a king of Sparta and the husband of Helen
Ὅρκος	Horkos	Greek	Spirits			Horkos	Ὅρκος	, spirit of oaths	Horkos (Ὅρκος), spirit of oaths
	Apsyrtus	Greek	mythological figures			Apsyrtus			Apsyrtus — a son of Aeëtes, murdered by his sister Medea.
Σειληνός	Silenus	Greek	Rustic deities			Silenus	Σειληνός	, an old rustic god of the dance of the wine-press	Silenus (Σειληνός), an old rustic god of the dance of the wine-press
		Greek	Kings						Elephenor, a king of the Abantes of Euboea
Ἡμιθέα	Hemithea	Greek	Deified mortals			Hemithea	Ἡμιθέα	 and Parthenos (Παρθένος), princesses of the Island of Naxos who leapt into the sea to escape their father's wrath; Apollo transformed them into demi-goddesses	Hemithea (Ἡμιθέα) and Parthenos (Παρθένος), princesses of the Island of Naxos who leapt into the sea to escape their father's wrath; Apollo transformed them into demi-goddesses
Φθινόπωρον	Pthinoporon	Greek	Rustic deities			Pthinoporon	Φθινόπωρον	, autumn	Pthinoporon (Φθινόπωρον), autumn
	Batea	Greek	mythological figures			Batea			Batea — wife of Dardanus and mother of Ilus.
Ἀμύντωρ	Amyntor	Greek	mythological figures			Amyntor	Ἀμύντωρ	 — he name of several mythological figures.	Amyntor (Ἀμύντωρ) — he name of several mythological figures.
	Laodamas	Greek	mythological figures			Laodamas			Laodamas — The name of several mythological figures.
Άκτωρ	Actor	Greek	mythological figures			Actor	Άκτωρ	 — the name of several mythological figures.	Actor (Άκτωρ) — the name of several mythological figures.
Ἡρακλῆς	Heracles	Greek	Deified mortals			Heracles	Ἡρακλῆς	, ascended hero	Heracles (Ἡρακλῆς), ascended hero
Λητώ (Lētṓ)	Leto	Greek	The Twelve Titans						Titaness of motherhood and mother of the twin Olympians, Artemis and Apollo.
Σκείρων	Skeiron	Greek	Sky deities			Skeiron	Σκείρων	, god of the northwest wind	Skeiron (Σκείρων), god of the northwest wind
	Tithonus	Greek	mythological figures			Tithonus			Tithonus — lover of Eos, granted immortality but not eternal youth.
	Meliboea	Greek	mythological figures			Meliboea			Meliboea — The name of several mythological figures.
		Animals							Turaco
Αταβύριος	Atabyrius	Greek	Sea deities			Atabyrius	Αταβύριος		Atabyrius (Αταβύριος)
	Coön	Greek	mythological figures			Coön			Coön — A son of Antenor who fell against Agamemnon.
	Peisistratus	Greek	mythological figures			Peisistratus			Peisistratus — The youngest son of Nestor.
	Caletor	Greek	mythological figures			Caletor			Caletor — The name of two men involved in the Trojan War.
Ἔρεβος	Erebos	Greek	Chthonic deities			Erebos	Ἔρεβος	, the primeval god of darkness, his mists encircled the underworld and filled the hollows of the earth	Erebos (Ἔρεβος), the primeval god of darkness, his mists encircled the underworld and filled the hollows of the earth
Ἀντάνδρη	Antandre	Greek	Amazons			Antandre	Ἀντάνδρη	, an Amazonian warrior, killed by Achilles at Troy	Antandre (Ἀντάνδρη), an Amazonian warrior, killed by Achilles at Troy
	Syleus	Greek	mythological figures			Syleus			Syleus — A Lydian who forced people to dig his vineyard and was killed by Heracles.
Νύξ (Nýx)	Nyx	Greek	Ancient Greek name						The goddess of night.
Ἀνδροκτασίαι	The Androktasiai	Greek	Spirits			The Androktasiai	Ἀνδροκτασίαι	, spirits of battlefield slaughter	The Androktasiai (Ἀνδροκτασίαι), spirits of battlefield slaughter
		Greek	Kings						Acastus, a king of Iolcus who sailed with the Argonauts and participated in the Calydonian Boar hunt
	Chthonophyle	Greek	mythological figures			Chthonophyle			Chthonophyle — A daughter of Sicyon and wife of Phlias.
Τηθύς (Tēthýs)	Tethys	Greek	The Twelve Titans						Titaness of fresh-water, and the mother of the rivers, springs, streams, fountains, and clouds.
Μίμας	Mimas	Greek	Gigantes			Mimas	Μίμας	, according to Apollodorus, he was killed by Hephaestus, or by others Zeus or Ares.	Mimas (Μίμας), according to Apollodorus, he was killed by Hephaestus, or by others Zeus or Ares.
Φοίβη	Phoebe	Greek	mythological figures			Phoebe	Φοίβη	 — the name of several mythological figures.	Phoebe (Φοίβη) — the name of several mythological figures.
	Thrasymedes	Greek	mythological figures			Thrasymedes			Thrasymedes — Soldier who fought on the side of the Greeks in the Trojan War.
Ἀντίκλεια	Anticlea	Greek	mythological figures			Anticlea	Ἀντίκλεια	 — mother of Odysseus.	Anticlea (Ἀντίκλεια) — mother of Odysseus.
		Greek	mythological figures						Agasthenes, a king of Elis
Σαγγάριος	Sangarius	Greek	Sea deities			Sangarius	Σαγγάριος	, a river-god	Sangarius (Σαγγάριος), a river-god
Κόρος	Corus	Greek	Spirits			Corus	Κόρος	, spirit of surfeit	Corus (Κόρος), spirit of surfeit
	Epicasta	Greek	mythological figures			Epicasta			Epicasta — The name of several mythological figures.
Φόνοι	The Phonoi	Greek	Spirits			The Phonoi	Φόνοι	, spirits of murder, killing, and slaughter	The Phonoi (Φόνοι), spirits of murder, killing, and slaughter
